Component,Parent_Group_Label,Parent_Group_Number,Parent_Group_Type,Subgroup_Label,Subgroup_Number,Subgroup_Type,REGION,PriceRegionLabel,Tree_Depth,Tree_Level_1,Tree_Level_2,Tree_Level_3,Scope,Season,Fin Basis Name,Platts Market,Platt Market w/ ICE in the name,Platts Forward Settle,GasDaily,ICE Market,Hist_Count,Hist_Mean,Hist_SD,Hist_Daily_Change_SD,Hist_Median,Hist_Robust_SD,Hist_Min,Hist_Max,History_Last_Date,History_Last_Basis,Final Mark,Mark_Basis,Hist_Effective_Scale,Own_History_Expected_Value,Own_History_Delta,Forward_Z,Forward_Robust_Z,Forward_Abs_Z,Has_Forward_Final_Mark,HistCal_Check_Type,HistCal_Window_Label,HistCal_Actual_Label,HistCal_Current_Month,HistCal_Mark_Month,HistCal_CurrentMTD_Basis,HistCal_CurrentMTD_Z,HistCal_Mark_Mean,HistCal_Mark_Delta,HistCal_Mark_Z,HistCal_Transition,HistCal_Transition_Mean,HistCal_Transition_Delta,HistCal_Transition_Magnitude_Delta,HistCal_Transition_Z,HistCal_Sample_Years,HistCal_Pattern,HistCal_Transition_Degree,HistCal_Transition_Degree_Score,HistCal_Component_CurrentMonth_SD,HistCal_Component_HistoricalMonth_SD,HistCal_Transition_Degree_Scale_Source,Parent_Model_Label,Parent_Group_Size,Parent_Peers_With_Final_Mark,Parent_Selected_Peer_Count,Parent_Selected_Peers,Parent_Avg_Selected_Corr,Parent_Min_Selected_Corr,Parent_Max_Selected_Corr,Parent_Mean_Pair_Scale,Parent_Reliability,Parent_Peer_Implied_Final_Mark,Parent_Peer_Residual,Parent_Peer_Residual_Z,Subgroup_Model_Label,Subgroup_Group_Size,Subgroup_Peers_With_Final_Mark,Subgroup_Selected_Peer_Count,Subgroup_Selected_Peers,Subgroup_Avg_Selected_Corr,Subgroup_Min_Selected_Corr,Subgroup_Max_Selected_Corr,Subgroup_Mean_Pair_Scale,Subgroup_Reliability,Subgroup_Peer_Implied_Final_Mark,Subgroup_Peer_Residual,Subgroup_Peer_Residual_Z,Chosen_Group_Level,Chosen_Group_Label,Chosen_Group_Selected_Peer_Count,Chosen_Group_Selected_Peers,Chosen_Group_Reliability,Chosen_Group_Peer_Implied_Final_Mark,Chosen_Group_Peer_Residual,Chosen_Group_Mean_Pair_Scale,Chosen_Group_Peer_Residual_Z,Chosen_Group_Peer_Signal,Own_History_Direction,Chosen_Group_Peer_Direction,Chosen_Group_Peer_Trusted,Chosen_Group_Direction_Agree,Chosen_Group_Peer_Score_v2,Own_History_Range_Watch_Low,Own_History_Range_Watch_High,Own_History_Range_Outlier_Low,Own_History_Range_Outlier_High,Own_History_Range_Strong_Low,Own_History_Range_Strong_High,Chosen_Group_Peer_Watch_Threshold_Z,Chosen_Group_Peer_Outlier_Threshold_Z,Chosen_Group_Peer_Strong_Threshold_Z,Chosen_Group_Peer_Range_Watch_Low,Chosen_Group_Peer_Range_Watch_High,Chosen_Group_Peer_Range_Outlier_Low,Chosen_Group_Peer_Range_Outlier_High,Chosen_Group_Peer_Range_Strong_Low,Chosen_Group_Peer_Range_Strong_High,Overall_Combined_Score,Group_Outlier_Flag,Outlier_Reasons,Plot_Flag_Label,Plot_Flag_Short,Plot_Annotate,Plot_Label_Text,Plot_Flag_Priority
EP-Waha Pool,Global_G06,6,regular,Global_G06_S01,1,supergroup,South Central,SouthCentral - WesTex,3,Global_G06,Global_G06_S01,EP-Waha Pool,GLOBAL,Autumn,,El Paso West Texas FDt Com,ICE El Paso Waha Pool FDt Com,"El Paso, West Texas",,EP-Waha Pool,63,-1.030195238095238,0.5241154897442565,0.18153532789786894,-0.8649999999999998,0.23721599999999954,-2.625,-0.5299999999999998,2026-09-03,-0.8723000000000001,,,0.23721599999999954,-0.8649999999999998,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.8723000000000001,,,,,,,,,,12,,,,,,,Global_G06,7,1,6,AB Pool (inter) | EP-Keystone | Waha | TW-Panhandle | TW-WTX | EP-Plains Pool,0.9957637022441714,0.9908490348488002,0.999808497607337,0.04135838076180739,0.9957637022441714,-1.24,,,Global_G06 | Global_G06_S01,4,1,3,AB Pool (inter) | EP-Keystone | Waha,0.9994556204807585,0.9992165254364146,0.999808497607337,0.013984802321150198,0.9994556204807585,-1.24,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-1.3394319999999988,-0.3905680000000007,-1.5766479999999983,-0.15335200000000115,-1.813863999999998,0.08386399999999838,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
Waha,Global_G06,6,regular,Global_G06_S01,1,supergroup,South Central,SouthCentral - WesTex,3,Global_G06,Global_G06_S01,Waha,GLOBAL,Autumn,WAHA,Waha FDt Com,,Waha,,Waha,63,-1.0412079365079365,0.5305631105635169,0.18614107326576515,-0.8699999999999997,0.25204199999999954,-2.6599999999999997,-0.54,2026-09-03,-0.8561000000000001,-1.2449999999999999,Bid+Ask+Last,0.25204199999999954,-0.8699999999999997,-0.3750000000000002,-0.384105226003394,-1.4878472635513165,1.4878472635513165,True,balmo_transition,September 4-30,September 3,September,September,-0.8561000000000001,0.4282561102864122,-1.757662215555819,0.5126622155558191,0.3515465665995112,-0.3888999999999998,0.027873575916173923,-0.4167735759161737,0.3610264240838259,-0.19301874541814507,26,opposite transition,,,0.11104009786258899,1.0774561487403054,current-month,Global_G06,7,0,6,AB Pool (inter) | EP-Keystone | EP-Waha Pool | TW-Panhandle | TW-WTX | EP-Plains Pool,0.9950602808903354,0.9890722050839297,0.9997222799359935,0.041778881893680814,0.9950602808903354,,,,Global_G06 | Global_G06_S01,4,0,3,AB Pool (inter) | EP-Keystone | EP-Waha Pool,0.999395814005569,0.9991233236821895,0.9997222799359935,0.013589829842680657,0.999395814005569,,,,OwnHistoryOnly,,0,,,,,,,,Lower than own-history expected value,,False,False,0.0,-1.3740839999999988,-0.3659160000000006,-1.6261259999999984,-0.11387400000000103,-1.8781679999999978,0.13816799999999851,,,,,,,,,,1.4878472635513165,In-family,history=Lower than own-history expected value; pattern=opposite transition; historical check type=balmo_transition; historical window=September 4-30; actual point=September 3; current month name=September; mark month name=September; mark history mean=-1.76; mark history delta=+0.51; current transition=-0.39; transition mean=+0.03; transition delta=-0.42; transition magnitude delta=+0.36; component current-month sd=0.11; component historical month sd=1.08; transition degree scale source=current-month; actual-to-date z=0.43; mark z=0.35; transition z=-0.19; pattern years=26,,,False,,0
TW-Panhandle,Global_G06,6,regular,Global_G06_S02,2,supergroup,South Central,Mountain - Panhandle,3,Global_G06,Global_G06_S02,TW-Panhandle,GLOBAL,Autumn,,Transwestn Perm FDt Com,ICE Transwestern Panhandle Pool FDt Com,"Transwestern, Permian Basin",Panhandle,TW-Panhandle,62,-1.0970161290322578,0.5125990185651454,0.20423919198083315,-0.95,0.2965199999999999,-2.58,-0.5800000000000001,2026-09-02,-0.9299999999999997,,,0.2965199999999999,-0.95,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.9299999999999997,,,,,,,,,,26,,,,,,,Global_G06,7,1,6,AB Pool (inter) | EP-Keystone | EP-Waha Pool | Waha | TW-WTX | EP-Plains Pool,0.9926903676233388,0.9908580040000825,0.9988218975371368,0.06376699694524288,0.9926903676233388,-1.315,,,Global_G06 | Global_G06_S02,2,0,1,TW-WTX,0.9988218975371368,0.9988218975371368,0.9988218975371368,0.025206285310281438,0.9988218975371368,,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-1.5430399999999997,-0.35696000000000017,-1.8395599999999996,-0.06044000000000027,-2.1360799999999998,0.23607999999999962,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
TW-WTX,Global_G06,6,regular,Global_G06_S02,2,supergroup,South Central,Mountain - Panhandle,3,Global_G06,Global_G06_S02,TW-WTX,GLOBAL,Autumn,,,ICE Transwestern West Texas Pool FDt Com,,,TW-WTX,63,-1.1015238095238093,0.5042241484134987,0.20098052885766035,-0.9503000000000001,0.20163359999999983,-2.58,-0.5817999999999999,2026-09-03,-0.9412999999999998,,,0.20163359999999983,-0.9503000000000001,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.9412999999999998,,,,,,,,,,12,,,,,,,Global_G06,7,1,6,AB Pool (inter) | EP-Keystone | EP-Waha Pool | Waha | TW-Panhandle | EP-Plains Pool,0.9933637602209994,0.9912339444116556,0.9988218975371368,0.05055538284074131,0.9933637602209994,-1.3299999999999998,,,Global_G06 | Global_G06_S02,2,0,1,TW-Panhandle,0.9988218975371368,0.9988218975371368,0.9988218975371368,0.025206285310281438,0.9988218975371368,,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-1.3535671999999999,-0.5470328000000004,-1.5552007999999997,-0.3453992000000007,-1.7568343999999994,-0.14376560000000083,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
EP-Plains Pool,Global_G06,6,regular,Global_G06_S03,3,small_outlier,South Central,SouthCentral - WesTex,3,Global_G06,Global_G06_S03,EP-Plains Pool,GLOBAL,Autumn,,,ICE El Paso Plains Pool FDt Com,,,EP-Plains Pool,63,-0.9323809523809524,0.4946633426225984,0.17975734205516974,-0.8096999999999999,0.23810555999999944,-2.38,-0.4270999999999998,2026-09-03,-0.8096999999999999,,,0.23810555999999944,-0.8096999999999999,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.8096999999999999,,,,,,,,,,9,,,,,,,Global_G06,7,1,6,AB Pool (inter) | EP-Keystone | EP-Waha Pool | Waha | TW-Panhandle | TW-WTX,0.9904673696483464,0.9890722050839296,0.9912339444116555,0.06821892030508422,0.9904673696483464,-1.1537999999999997,,,Global_G06 | Global_G06_S03,1,0,0,,,,,,,,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-1.2859111199999989,-0.333488880000001,-1.5240166799999981,-0.0953833200000016,-1.7621222399999976,0.1427222399999979,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
Sonat-Z0 South,Global_G07,7,regular,Global_G07_S01,1,regular,South Central,Southeast,3,Global_G07,Global_G07_S01,Sonat-Z0 South,GLOBAL,Autumn,SONAT-Z0 SOUTH,SoNat LA FDt Com,ICE Sonat Zone 0 South Louisiana Pool FDt Com,"Southern Natural, La",,Sonat-Z0 South,63,0.995761904761905,0.67286912676326,0.5473802492134506,0.7599999999999998,0.214977,0.48,4.25,2026-09-03,2.6029999999999998,,,0.214977,0.7599999999999998,,,,,False,balmo_transition,September 4-30,September 3,September,September,2.6029999999999998,,,,,,,,,,26,,,,,,,Global_G07,7,2,6,TGP-500L | Transco-85 | Transco Zn3 | Transco-65 | FGT-CG | FGT-Z3,0.9119243417806461,0.810564405088397,0.9888416941198301,0.12275209778275473,0.9119243417806461,1.8207831716850016,,,Global_G07 | Global_G07_S01,3,1,2,TGP-500L | Transco-85,0.9833679648299551,0.9778942355400803,0.9888416941198301,0.07773334239095432,0.9833679648299551,1.7507000000000001,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,0.3300459999999998,1.1899539999999997,0.11506899999999975,1.404931,-0.09990800000000022,1.6199079999999997,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
TGP-500L,Global_G07,7,regular,Global_G07_S01,1,regular,Southeast,Southeast,3,Global_G07,Global_G07_S01,TGP-500L,GLOBAL,Autumn,TGP-500L,Tenn LA 500 Leg FDt Com,,"Tennessee, Louisiana, 500 Leg",,TGP-500L,63,0.9526873015873017,0.589507647626681,0.45041232061773323,0.7450000000000001,0.2520419999999999,0.40000000000000036,3.525,2026-09-03,2.6643,,,0.2520419999999999,0.7450000000000001,,,,,False,balmo_transition,September 4-30,September 3,September,September,2.6643,,,,,,,,,,26,,,,,,,Global_G07,7,2,6,Sonat-Z0 South | Transco-85 | Transco Zn3 | Transco-65 | FGT-CG | FGT-Z3,0.9008159200369552,0.8248517410307573,0.9778942355400804,0.1362435799078364,0.9008159200369552,1.8109576953923159,,,Global_G07 | Global_G07_S01,3,1,2,Sonat-Z0 South | Transco-85,0.9662453969210859,0.9545965583020914,0.9778942355400804,0.08538355420759242,0.9662453969210859,1.7657000000000003,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,0.24091600000000035,1.2490839999999999,-0.011125999999999525,1.5011259999999997,-0.2631679999999994,1.7531679999999996,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
Transco-85,Global_G07,7,regular,Global_G07_S01,1,regular,Southeast,Southeast,3,Global_G07,Global_G07_S01,Transco-85,GLOBAL,Autumn,TRANSCO-85,Transco Zn4 FDt Com,,"Transco, zone 4",,Transco-85,63,1.0832968253968256,0.7208375565222619,0.5865606154098428,0.81,0.2520419999999999,0.5,4.43,2026-09-03,2.5777,1.8207000000000004,Bid+Ask+Last,0.2520419999999999,0.81,1.0107000000000004,1.0229810696335455,4.010045944723502,4.010045944723502,True,balmo_transition,September 4-30,September 3,September,September,2.5777,18.746713953635563,0.1407945625909638,1.6799054374090368,12.72398348345726,-0.7569999999999997,-0.026354864639942247,-0.7306451353600574,0.7306451353600574,-10.577666669989616,26,mild stronger than history,mild,0.6413843407247896,1.139168964640452,0.37115335049972,current-month,Global_G07,7,1,6,Sonat-Z0 South | TGP-500L | Transco Zn3 | Transco-65 | FGT-CG | FGT-Z3,0.9050377741288312,0.7847478687613435,0.9929242656902808,0.10780011776631565,0.9050377741288312,1.9865000000000004,-0.16579999999999995,-2.2366113584243967,Global_G07 | Global_G07_S01,3,0,2,Sonat-Z0 South | TGP-500L,0.9717191262109608,0.9545965583020914,0.9888416941198301,0.06658637625031304,0.9717191262109608,,,,Parent,Global_G07,6,Sonat-Z0 South | TGP-500L | Transco Zn3 | Transco-65 | FGT-CG | FGT-Z3,0.9050377741288312,1.9865000000000004,-0.16579999999999995,0.10780011776631565,-2.2366113584243967,2.0242177654196776,Higher than own-history expected value,Lower than peer-implied value,True,False,2.127766069393462,0.3059160000000003,1.3140839999999998,0.05387400000000042,1.5661259999999997,-0.19816799999999946,1.8181679999999996,1.3139434067709581,2.6278868135419162,2.102309450833533,1.844856746011817,2.1281432539881835,1.7032134920236337,2.269786507976367,1.759870793618907,2.2131292063810935,4.5395877483374525,Strong outlier,Strong: own-history |z| alone clears the strong tier (≥4); history=very far above own-history expected value; own z=4.01 (very high); peers=moderately below peer-implied value; parent peers=6; peer model trusted; peer score v2=2.13 (strong-support); history/peer direction disagree; pattern=mild stronger than history; historical check type=balmo_transition; historical window=September 4-30; actual point=September 3; current month name=September; mark month name=September; mark history mean=+0.14; mark history delta=+1.68; current transition=-0.76; transition mean=-0.03; transition delta=-0.73; transition magnitude delta=+0.73; transition degree=mild; transition degree score=0.64; component current-month sd=1.14; component historical month sd=0.37; transition degree scale source=current-month; actual-to-date z=18.75; mark z=12.72; transition z=-10.58; pattern years=26,Strong outlier,SO,True,Transco-85 [Strong outlier],3
Transco Zn3,Global_G07,7,regular,Global_G07_S02,2,supergroup,South Central,Southeast,3,Global_G07,Global_G07_S02,Transco Zn3,GLOBAL,Autumn,,Transco Zn3 FDt Com,,"Transco, zone 3",,,62,0.4218548387096775,0.42832616830122916,0.4441012751872604,0.3175000000000001,0.13714050000000003,0.0950000000000002,3.03,2026-09-02,1.4400000000000004,,,0.13714050000000003,0.3175000000000001,,,,,False,balmo_transition,September 4-30,September 3,September,September,1.4400000000000004,,,,,,,,,,26,,,,,,,Global_G07,7,2,6,Sonat-Z0 South | TGP-500L | Transco-85 | Transco-65 | FGT-CG | FGT-Z3,0.805049365852016,0.6796554953133368,0.9518129338740711,0.2015722420506464,0.805049365852016,1.3658649494826187,,,Global_G07 | Global_G07_S02,2,0,1,Transco-65,0.9518129338740711,0.9518129338740711,0.9518129338740711,0.1593794999999999,0.9518129338740711,,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,0.04321900000000006,0.5917810000000001,-0.09392149999999999,0.7289215000000002,-0.231062,0.8660620000000002,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
Transco-65,Global_G07,7,regular,Global_G07_S02,2,supergroup,South Central,Southeast,3,Global_G07,Global_G07_S02,Transco-65,GLOBAL,Autumn,TRANSCO-65,Transco Station 65 FDt Com,,"Transco, station 65",,Transco-65,63,0.909795238095238,0.5531910037137822,0.5149691192833232,0.7749999999999999,0.18532499999999932,0.46499999999999986,4.125,2026-09-03,2.4671000000000003,,,0.18532499999999932,0.7749999999999999,,,,,False,balmo_transition,September 4-30,September 3,September,September,2.4671000000000003,,,,,,,,,,12,,,,,,,Global_G07,7,2,6,Sonat-Z0 South | TGP-500L | Transco-85 | Transco Zn3 | FGT-CG | FGT-Z3,0.8134697012108775,0.6301816208186262,0.951812933874071,0.1168405037165924,0.8134697012108775,1.8412599888130872,,,Global_G07 | Global_G07_S02,2,0,1,Transco Zn3,0.951812933874071,0.951812933874071,0.951812933874071,0.1593794999999999,0.951812933874071,,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,0.40435000000000126,1.1456499999999985,0.2190250000000019,1.3309749999999978,0.03370000000000262,1.516299999999997,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
FGT-CG,Global_G07,7,regular,Global_G07_S03,3,supergroup,Southeast,Southeast,3,Global_G07,Global_G07_S03,FGT-CG,GLOBAL,Autumn,,Florida CG FDt Com,,,FGT-Z3,FGT-CG,62,2.0568548387096777,0.8390423082158629,0.6663006303873986,1.7274999999999998,0.3632369999999998,1.3349999999999995,5.115,2026-09-02,2.87,,,0.3632369999999998,1.7274999999999998,,,,,False,balmo_transition,September 4-30,September 3,September,September,2.87,,,,,,,,,,22,,,,,,,Global_G07,7,2,6,Sonat-Z0 South | TGP-500L | Transco-85 | Transco Zn3 | Transco-65 | FGT-Z3,0.8085906191140918,0.6301816208186262,0.920268690669599,0.24753823248495152,0.8085906191140918,2.776247733844905,,,Global_G07 | Global_G07_S03,2,1,1,FGT-Z3,0.920268690669599,0.920268690669599,0.920268690669599,0.2557484999999995,0.920268690669599,2.8315,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,1.0010260000000002,2.4539739999999997,0.6377890000000004,2.8172109999999995,0.2745520000000006,3.1804479999999993,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
FGT-Z3,Global_G07,7,regular,Global_G07_S03,3,supergroup,Southeast,Southeast,3,Global_G07,Global_G07_S03,FGT-Z3,GLOBAL,Autumn,FGT-Z3,FL Gas Zn3 FDt Com,,"Florida Gas, zone 3",,FGT-Z3,63,1.1372619047619048,0.7128185075139238,0.6080220446514468,0.8850000000000002,0.21497699999999936,0.5099999999999998,4.525,2026-09-03,2.8674999999999997,2.0215000000000005,Bid+Ask,0.21497699999999936,0.8850000000000002,1.1365000000000003,1.240481393113693,5.286612056173468,5.286612056173468,True,balmo_transition,September 4-30,September 3,September,September,2.8674999999999997,7.887526732040195,0.257904930696974,1.7635950693030265,9.84104925627579,-0.8459999999999992,-0.0682253595138307,-0.7777746404861685,0.7777746404861685,-3.29237507524664,26,mild stronger than history,mild,0.6762549353346544,1.1501204647050385,0.6732071301023124,current-month,Global_G07,7,1,6,Sonat-Z0 South | TGP-500L | Transco-85 | Transco Zn3 | Transco-65 | FGT-CG,0.9030712720519068,0.77866375104419,0.9929242656902807,0.1400751120250115,0.9030712720519068,1.8557000000000006,0.16579999999999995,2.2366113584243967,Global_G07 | Global_G07_S03,2,0,1,FGT-CG,0.9202686906695992,0.9202686906695992,0.9202686906695992,0.2557484999999995,0.9202686906695992,,,,Parent,Global_G07,6,Sonat-Z0 South | TGP-500L | Transco-85 | Transco Zn3 | Transco-65 | FGT-CG,0.9030712720519068,1.8557000000000006,0.16579999999999995,0.1400751120250115,2.2366113584243967,2.019819464538063,Higher than own-history expected value,Higher than peer-implied value,True,True,2.125453164939777,0.4550460000000015,1.3149539999999988,0.2400690000000021,1.5299309999999984,0.02509200000000278,1.7449079999999977,1.3153732315290567,2.6307464630581134,2.1045971704464908,1.6714489472388665,2.0399510527611344,1.4871978944777327,2.2242021055222687,1.560898315582186,2.150501684417815,5.697878393650674,Strong outlier,Strong: own-history |z| alone clears the strong tier (≥4); history=very far above own-history expected value; own z=5.29 (very high); peers=moderately above peer-implied value; parent peers=6; peer model trusted; peer score v2=2.13 (strong-support); history/peer direction agree; pattern=mild stronger than history; historical check type=balmo_transition; historical window=September 4-30; actual point=September 3; current month name=September; mark month name=September; mark history mean=+0.26; mark history delta=+1.76; current transition=-0.85; transition mean=-0.07; transition delta=-0.78; transition magnitude delta=+0.78; transition degree=mild; transition degree score=0.68; component current-month sd=1.15; component historical month sd=0.67; transition degree scale source=current-month; actual-to-date z=7.89; mark z=9.84; transition z=-3.29; pattern years=26,Strong outlier,SO,True,FGT-Z3 [Strong outlier],3
AGT-CG (non-G),Global_G08,8,regular,Global_G08_S01,1,supergroup,Northeast,Northeast - Demand,3,Global_G08,Global_G08_S01,AGT-CG (non-G),GLOBAL,Autumn,Algonquin,Algonquin CG FDt Com,ICE Algonquin CG (Excl J-Lat & G-Lat del & Brookfield) FDt Com,"Algonquin, city-gates",,AGT-CG (non-G),63,-0.4470301587301588,0.49439583123924963,0.3153922343756976,-0.5550000000000002,0.44477999999999973,-1.095,1.2599999999999998,2026-09-03,-0.8729,,,0.44477999999999973,-0.5550000000000002,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.8729,,,,,,,,,,26,,,,,,,Global_G08,6,0,5,TGP-Z6 200L North | TGP-Z6 200L South | TGP-Z6 300L | Iroquois (into) | Iroquois-Z2,0.8005893428456552,0.5513805054496136,0.9752013603008811,0.17888560689973873,0.8005893428456552,,,,Global_G08 | Global_G08_S01,4,0,3,TGP-Z6 200L North | TGP-Z6 200L South | TGP-Z6 300L,0.9378523221309272,0.8807672997145343,0.9752013603008811,0.09981254964708312,0.9378523221309272,,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-1.4445599999999996,0.3345599999999993,-1.8893399999999994,0.779339999999999,-2.334119999999999,1.2241199999999988,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
TGP-Z6 200L North,Global_G08,8,regular,Global_G08_S01,1,supergroup,Northeast,Northeast - Demand Rest,3,Global_G08,Global_G08_S01,TGP-Z6 200L North,GLOBAL,Autumn,TGP-Z6 200L NORTH,Tennessee Zone 6 delivered North FDt Com,,"Tennessee, zone 6, del. North",,TGP-Z6 200L North,63,-0.20983174603174604,0.6181672518291462,0.349854525164995,-0.43500000000000005,0.33358499999999947,-0.8693999999999997,1.4700000000000002,2026-09-03,-0.8693999999999997,,,0.33358499999999947,-0.43500000000000005,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.8693999999999997,,,,,,,,,,7,,,,,,,Global_G08,6,0,5,AGT-CG (non-G) | TGP-Z6 200L South | TGP-Z6 300L | Iroquois (into) | Iroquois-Z2,0.8248125722579566,0.4781301963567839,0.9710742010327333,0.1630022571537168,0.8248125722579566,,,,Global_G08 | Global_G08_S01,4,0,3,AGT-CG (non-G) | TGP-Z6 200L South | TGP-Z6 300L,0.9317443272022014,0.8807672997145342,0.9710742010327333,0.10234502841900447,0.9317443272022014,,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-1.102169999999999,0.23216999999999888,-1.4357549999999986,0.5657549999999985,-1.769339999999998,0.8993399999999978,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
TGP-Z6 200L South,Global_G08,8,regular,Global_G08_S01,1,supergroup,Northeast,Northeast - Demand Rest,3,Global_G08,Global_G08_S01,TGP-Z6 200L South,GLOBAL,Autumn,TGP-Z6 200L SOUTH,Tennessee Zone 6 delivered South FDt Com,,"Tennessee, zone 6, del. South",,TGP-Z6 200L South,63,-0.47009206349206345,0.4719517318477181,0.27135235436993116,-0.52,0.43736699999999956,-1.08,0.7949999999999999,2026-09-03,-0.9758,,,0.43736699999999956,-0.52,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.9758,,,,,,,,,,7,,,,,,,Global_G08,6,0,5,AGT-CG (non-G) | TGP-Z6 200L North | TGP-Z6 300L | Iroquois (into) | Iroquois-Z2,0.8322080086719736,0.5790476851525671,0.9905042905013296,0.15798893027455385,0.8322080086719736,,,,Global_G08 | Global_G08_S01,4,0,3,AGT-CG (non-G) | TGP-Z6 200L North | TGP-Z6 300L,0.9696990438871823,0.9433914808593363,0.9905042905013296,0.07747480548703559,0.9696990438871823,,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-1.3947339999999993,0.3547339999999991,-1.8321009999999986,0.7921009999999986,-2.269467999999998,1.2294679999999982,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
TGP-Z6 300L,Global_G08,8,regular,Global_G08_S01,1,supergroup,Northeast,Northeast - Demand Rest,3,Global_G08,Global_G08_S01,TGP-Z6 300L,GLOBAL,Autumn,,Tenn Zn6 Dlvd FDt Com,ICE Tennessee zone 6 300 leg FDt Com,,,TGP-Z6 300L,62,-0.3757258064516128,0.4789262638531691,0.2802564204477496,-0.5174999999999998,0.35953049999999986,-0.9949999999999999,0.81,2026-09-02,-0.9649999999999999,,,0.35953049999999986,-0.5174999999999998,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.9649999999999999,,,,,,,,,,26,,,,,,,Global_G08,6,0,5,AGT-CG (non-G) | TGP-Z6 200L North | TGP-Z6 200L South | Iroquois (into) | Iroquois-Z2,0.8471679855018068,0.5927002403760584,0.9905042905013296,0.14954219427426094,0.8471679855018068,,,,Global_G08 | Global_G08_S01,4,0,3,AGT-CG (non-G) | TGP-Z6 200L North | TGP-Z6 200L South,0.9730555993038097,0.957588306377366,0.9905042905013296,0.0702885427936446,0.9730555993038097,,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-1.2365609999999996,0.20156099999999988,-1.5960914999999993,0.5610914999999996,-1.9556219999999993,0.9206219999999996,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
Iroquois (into),Global_G08,8,regular,Global_G08_S02,2,regular,Northeast,Northeast - Demand,3,Global_G08,Global_G08_S02,Iroquois (into),GLOBAL,Autumn,IROQUOIS (INTO),Iroquois Recpts FDt Com,,"Iroquois, receipts",,Iroquois (into),63,-0.18938730158730158,0.13352094857031702,0.10595383232746104,-0.21999999999999975,0.08895600000000008,-0.5199999999999996,0.18999999999999995,2026-09-03,-0.10139999999999993,,,0.08895600000000008,-0.21999999999999975,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.10139999999999993,,,,,,,,,,26,,,,,,,Global_G08,6,0,4,AGT-CG (non-G) | TGP-Z6 200L North | TGP-Z6 200L South | TGP-Z6 300L,0.5719718410678226,0.4781301963567839,0.6380092423858811,0.35901787566888893,0.5719718410678226,,,,Global_G08 | Global_G08_S02,2,0,0,,,,,,,,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-0.39791199999999993,-0.0420879999999996,-0.48686799999999997,0.046868000000000465,-0.5758240000000001,0.13582400000000056,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
