Component,Parent_Group_Label,Parent_Group_Number,Parent_Group_Type,Subgroup_Label,Subgroup_Number,Subgroup_Type,REGION,PriceRegionLabel,Tree_Depth,Tree_Level_1,Tree_Level_2,Tree_Level_3,Scope,Season,Fin Basis Name,Platts Market,Platt Market w/ ICE in the name,Platts Forward Settle,GasDaily,ICE Market,Hist_Count,Hist_Mean,Hist_SD,Hist_Daily_Change_SD,Hist_Median,Hist_Robust_SD,Hist_Min,Hist_Max,History_Last_Date,History_Last_Basis,Final Mark,Group_Outlier_Flag,Plot_Flag_Label,Plot_Flag_Short,Plot_Annotate,Plot_Label_Text,Chosen_Group_Level,Chosen_Group_Reliability,Overall_Combined_Score,Outlier_Reasons,History_Window_Start,History_Window_End,Has_Forward_Final_Mark
REX-Z3 Del Pool,Global_G03,3,regular,Global_G03_S04,4,supergroup,Midwest,Midwest - Chicago,3,Global_G03,Global_G03_S04,REX-Z3 Del Pool,GLOBAL,Autumn,,REX Zone 3 delivered FDt Com,ICE REX zone 3 delivered Pool FDt Com,"REX, zone 3 delivered",,REX-Z3 Del Pool,62,-0.31733870967741934,0.12860766919339198,0.065239994103319,-0.2875000000000001,0.11490150000000018,-0.645,-0.13000000000000034,2026-09-02,-0.2849999999999997,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
EP-SJ Blanco Pool,Global_G04,4,regular,Global_G04_S01,1,supergroup,South Central,Mountain - WesTex,3,Global_G04,Global_G04_S01,EP-SJ Blanco Pool,GLOBAL,Autumn,,El Paso SanJuan FDt Com,,"El Paso, San Juan",,EP-SJ Blanco Pool,63,-0.611753968253968,0.5559369660908123,0.1557811513648911,-0.41500000000000004,0.17791200000000015,-2.405,-0.1200000000000001,2026-09-03,-0.7404999999999999,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
EP-SJ Bondad Stn,Global_G04,4,regular,Global_G04_S01,1,supergroup,South Central,Mountain - WesTex,3,Global_G04,Global_G04_S01,EP-SJ Bondad Stn,GLOBAL,Autumn,,El Paso Bondad FDt Com,,,,EP-SJ Bondad Stn,63,-0.6161698412698412,0.5592186148878372,0.16188930896761417,-0.4049999999999998,0.185325,-2.42,-0.11000000000000032,2026-09-03,-0.7336999999999998,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
TW-Blanco,Global_G04,4,regular,Global_G04_S01,1,supergroup,South Central,Mountain - WesTex,3,Global_G04,Global_G04_S01,TW-Blanco,GLOBAL,Autumn,,Transwestern-SJ FDt Com,,"Transwestern, San Juan Basin",,TW-Blanco,63,-0.5753952380952383,0.5549336805562158,0.16536050277452113,-0.38500000000000023,0.19273799999999983,-2.375,-0.03000000000000025,2026-09-03,-0.7199,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
NWP-Rocky Mtn,Global_G04,4,regular,Global_G04_S02,2,supergroup,Rockies,Mountain - Opal,3,Global_G04,Global_G04_S02,NWP-Rocky Mtn,GLOBAL,Autumn,NWP-ROCKY MTN,Northwest Rocky Mountain Pool FDt Com,,"Northwest, Rocky Mountains",,NWP-Rocky Mtn,61,-0.5732622950819671,0.5590410882824073,0.14039969936549335,-0.3849999999999998,0.14826000000000011,-2.33,-0.14939999999999998,2026-09-03,-0.4558,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
NWP-Wyoming,Global_G04,4,regular,Global_G04_S02,2,supergroup,Rockies,Mountain - WesTex,3,Global_G04,Global_G04_S02,NWP-Wyoming,GLOBAL,Autumn,,NW S of Grn Rvr FDt Com,,"Northwest, Wyoming Pool",,NWP-Wyoming,63,-0.5928603174603174,0.5442026515743402,0.14294440795359437,-0.38000000000000034,0.13343399999999978,-2.33,-0.17000000000000037,2026-09-03,-0.3902000000000001,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
White River Hub,Global_G04,4,regular,Global_G04_S02,2,supergroup,South Central,Mountain - WesTex,3,Global_G04,Global_G04_S02,White River Hub,GLOBAL,Autumn,,White River Hub FDt Com,ICE Waha Hub West Texas FDt Com,White River Hub,,White River Hub,63,-0.5552412698412696,0.5430470687836281,0.1357727929527385,-0.38000000000000034,0.09636900000000058,-2.335,-0.17000000000000037,2026-09-03,-0.3952,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
MountainWest-North,Global_G04,4,regular,Global_G04_S03,3,regular,Rockies,Mountain - WesTex,3,Global_G04,Global_G04_S03,MountainWest-North,GLOBAL,Autumn,,MountainWest FDt Com,ICE MountainWest North Pool FDt Com,,,MountainWest-North,60,-0.55425,0.575090136634456,0.15276317223516303,-0.3599999999999999,0.19273799999999983,-2.38,-0.18500000000000005,2026-09-02,-0.5149999999999997,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
PG&E-Topock,Global_G04,4,regular,Global_G04_S03,3,regular,Rockies,West - California,3,Global_G04,Global_G04_S03,PG&E-Topock,GLOBAL,Autumn,,,ICE PG&E Topock FDt Com,,,PG&E-Topock,63,-0.3080920634920636,0.7158649325886759,0.21027793383510013,-0.13929999999999998,0.39867113999999987,-2.3160999999999996,0.7645,2026-09-03,-0.48,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
Socal-Needles,Global_G04,4,regular,Global_G04_S03,3,regular,West,West - California,3,Global_G04,Global_G04_S03,Socal-Needles,GLOBAL,Autumn,,,ICE Socal Needles FDt Com,,,Socal-Needles,63,-0.0816190476190476,0.7850909959293896,0.24319533317751615,0.15790000000000015,0.40549109999999977,-2.3108999999999997,1.141,2026-09-03,-0.4788999999999999,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
Socal-Border,Global_G05,5,regular,Global_G05_S01,1,supergroup,West,West - California,3,Global_G05,Global_G05_S01,Socal-Border,GLOBAL,Autumn,SOCAL-BORDER,SoCal Gas FDt Com,ICE Socal sellers' choice dlvd incl. CA production FDt Com,SoCal Gas,,Socal-Border,62,-0.014596774193548356,0.8941871931440677,0.4072026891544859,0.19250000000000012,0.44848649999999995,-2.3449999999999998,2.83,2026-09-02,-0.46999999999999975,-0.05099999999999971,In-family,,,False,,Parent,0.9502945381833436,1.291262455908063,history=Lower than own-history expected value; peers=Higher than peer-implied value; parent peers=7; peer model trusted; history/peer direction disagree; pattern=opposite transition; historical check type=balmo_transition; historical window=September 4-30; actual point=September 3; current month name=September; mark month name=September; mark history mean=-0.02; mark history delta=-0.03; current transition=+0.42; transition mean=-0.34; transition delta=+0.76; transition magnitude delta=+0.08; component current-month sd=0.08; component historical month sd=0.96; transition degree scale source=historical same-month; actual-to-date z=-0.87; mark z=-0.07; transition z=0.90; pattern years=26,2026-07-03,2026-09-03,True
Socal-Ehrenberg,Global_G05,5,regular,Global_G05_S01,1,supergroup,Rockies,West - California,3,Global_G05,Global_G05_S01,Socal-Ehrenberg,GLOBAL,Autumn,,,ICE Socal Ehrenberg Dlvd FDt Com,,,Socal-Ehrenberg,63,0.08539682539682539,1.1093053249041616,0.7660586607625056,0.254,0.4670189999999999,-2.3662,5.3942,2026-09-03,-0.47940000000000005,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
KRGT-Del Pool,Global_G05,5,regular,Global_G05_S02,2,supergroup,Rockies,West - California,3,Global_G05,Global_G05_S02,KRGT-Del Pool,GLOBAL,Autumn,,Kern River Dlvd FDt Com,,"Kern River, delivered",,KRGT-Del Pool,63,-0.12703650793650792,0.7590064027741299,0.23317044279094926,0.0900000000000003,0.44477999999999906,-2.29,1.13,2026-09-03,-0.37829999999999986,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
KRGT-Rec Pool,Global_G05,5,regular,Global_G05_S02,2,supergroup,Rockies,Mountain - Rockies,3,Global_G05,Global_G05_S02,KRGT-Rec Pool,GLOBAL,Autumn,,Kern River Opal FDt Com,ICE Kern River receipt FDt Com,,Opal,KRGT-Rec Pool,63,-0.39444444444444454,0.6390498940028779,0.17628031316671003,-0.2549999999999999,0.2372160000000002,-2.32,0.6350000000000002,2026-09-03,-0.4099999999999997,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
EP-S.Mainline,Global_G05,5,regular,Global_G05_S03,3,regular,South Central,Mountain - WesTex,3,Global_G05,Global_G05_S03,EP-S.Mainline,GLOBAL,Autumn,,El Paso S Mainline FDt Com,,,,EP-S.Mainline,63,0.10159523809523816,1.1089846048014536,0.700305126376414,0.22999999999999998,0.5782139999999995,-2.3549999999999995,5.05,2026-09-03,-0.4844999999999997,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
Socal-Citygate,Global_G05,5,regular,Global_G05_S03,3,regular,West,West - California,3,Global_G05,Global_G05_S03,Socal-Citygate,GLOBAL,Autumn,SOCAL-CITYGATE,SoCal Gas CG FDt Com,,SoCal Gas city-gate,,Socal-Citygate,63,0.8090682539682541,0.7762682754225806,0.2359900054631064,1.04,0.4447800000000004,-1.3949999999999998,1.9599999999999995,2026-09-03,0.4013,0.7800000000000002,In-family,,,False,,Parent,0.9416415746350484,1.3045262253351844,history=Lower than own-history expected value; peers=Lower than peer-implied value; parent peers=7; peer model trusted; history/peer direction agree; pattern=opposite transition; historical check type=balmo_transition; historical window=September 4-30; actual point=September 3; current month name=September; mark month name=September; mark history mean=+0.56; mark history delta=+0.22; current transition=+0.38; transition mean=-0.38; transition delta=+0.76; transition magnitude delta=-0.00; component current-month sd=0.07; component historical month sd=1.26; transition degree scale source=current-month; actual-to-date z=-0.41; mark z=0.35; transition z=0.51; pattern years=17,2026-07-03,2026-09-03,True
GTN-Malin,Global_G05,5,regular,Global_G05_S04,4,regular,West,West - California,3,Global_G05,Global_G05_S04,GTN-Malin,GLOBAL,Autumn,,,,,,GTN-Malin,63,-0.3465158730158729,0.7068806371855537,0.17064864631505045,-0.16190000000000015,0.2825835599999998,-2.2745999999999995,0.7608000000000001,2026-09-03,-0.35250000000000004,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
Ruby-Rec Pool,Global_G05,5,regular,Global_G05_S04,4,regular,Rockies,Mountain - Opal,3,Global_G05,Global_G05_S04,Ruby-Rec Pool,GLOBAL,Autumn,,,ICE Ruby Receipt Pool FDt Com,,Opal,Ruby-Rec Pool,63,-0.3849714285714286,0.6750602186826938,0.16908226601604642,-0.2546999999999997,0.3002265000000002,-2.3478,0.6406000000000001,2026-09-03,-0.3857999999999997,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
AB Pool (inter),Global_G06,6,regular,Global_G06_S01,1,supergroup,South Central,SouthCentral - WesTex,3,Global_G06,Global_G06_S01,AB Pool (inter),GLOBAL,Autumn,,,,,Waha,AB Pool (inter),63,-1.0217825396825395,0.5346491262862094,0.18390829359978805,-0.8384,0.22787561999999958,-2.6382,-0.4838,2026-09-03,-0.8384,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
EP-Keystone,Global_G06,6,regular,Global_G06_S01,1,supergroup,South Central,SouthCentral - WesTex,3,Global_G06,Global_G06_S01,EP-Keystone,GLOBAL,Autumn,,,ICE El Paso Keystone Pool FDt Com,,,EP-Keystone,63,-1.028284126984127,0.5264163607879925,0.18230109078014273,-0.8584999999999998,0.24047771999999984,-2.6258,-0.5234999999999999,2026-09-03,-0.8843999999999999,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
EP-Waha Pool,Global_G06,6,regular,Global_G06_S01,1,supergroup,South Central,SouthCentral - WesTex,3,Global_G06,Global_G06_S01,EP-Waha Pool,GLOBAL,Autumn,,El Paso West Texas FDt Com,ICE El Paso Waha Pool FDt Com,"El Paso, West Texas",,EP-Waha Pool,63,-1.030195238095238,0.5241154897442565,0.18153532789786894,-0.8649999999999998,0.23721599999999954,-2.625,-0.5299999999999998,2026-09-03,-0.8723000000000001,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
Waha,Global_G06,6,regular,Global_G06_S01,1,supergroup,South Central,SouthCentral - WesTex,3,Global_G06,Global_G06_S01,Waha,GLOBAL,Autumn,WAHA,Waha FDt Com,,Waha,,Waha,63,-1.0412079365079365,0.5305631105635169,0.18614107326576515,-0.8699999999999997,0.25204199999999954,-2.6599999999999997,-0.54,2026-09-03,-0.8561000000000001,-1.2449999999999999,In-family,,,False,,OwnHistoryOnly,,1.4878472635513165,history=Lower than own-history expected value; pattern=opposite transition; historical check type=balmo_transition; historical window=September 4-30; actual point=September 3; current month name=September; mark month name=September; mark history mean=-1.76; mark history delta=+0.51; current transition=-0.39; transition mean=+0.03; transition delta=-0.42; transition magnitude delta=+0.36; component current-month sd=0.11; component historical month sd=1.08; transition degree scale source=current-month; actual-to-date z=0.43; mark z=0.35; transition z=-0.19; pattern years=26,2026-07-03,2026-09-03,True
TW-Panhandle,Global_G06,6,regular,Global_G06_S02,2,supergroup,South Central,Mountain - Panhandle,3,Global_G06,Global_G06_S02,TW-Panhandle,GLOBAL,Autumn,,Transwestn Perm FDt Com,ICE Transwestern Panhandle Pool FDt Com,"Transwestern, Permian Basin",Panhandle,TW-Panhandle,62,-1.0970161290322578,0.5125990185651454,0.20423919198083315,-0.95,0.2965199999999999,-2.58,-0.5800000000000001,2026-09-02,-0.9299999999999997,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
TW-WTX,Global_G06,6,regular,Global_G06_S02,2,supergroup,South Central,Mountain - Panhandle,3,Global_G06,Global_G06_S02,TW-WTX,GLOBAL,Autumn,,,ICE Transwestern West Texas Pool FDt Com,,,TW-WTX,63,-1.1015238095238093,0.5042241484134987,0.20098052885766035,-0.9503000000000001,0.20163359999999983,-2.58,-0.5817999999999999,2026-09-03,-0.9412999999999998,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
EP-Plains Pool,Global_G06,6,regular,Global_G06_S03,3,small_outlier,South Central,SouthCentral - WesTex,3,Global_G06,Global_G06_S03,EP-Plains Pool,GLOBAL,Autumn,,,ICE El Paso Plains Pool FDt Com,,,EP-Plains Pool,63,-0.9323809523809524,0.4946633426225984,0.17975734205516974,-0.8096999999999999,0.23810555999999944,-2.38,-0.4270999999999998,2026-09-03,-0.8096999999999999,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
Sonat-Z0 South,Global_G07,7,regular,Global_G07_S01,1,regular,South Central,Southeast,3,Global_G07,Global_G07_S01,Sonat-Z0 South,GLOBAL,Autumn,SONAT-Z0 SOUTH,SoNat LA FDt Com,ICE Sonat Zone 0 South Louisiana Pool FDt Com,"Southern Natural, La",,Sonat-Z0 South,63,0.995761904761905,0.67286912676326,0.5473802492134506,0.7599999999999998,0.214977,0.48,4.25,2026-09-03,2.6029999999999998,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
TGP-500L,Global_G07,7,regular,Global_G07_S01,1,regular,Southeast,Southeast,3,Global_G07,Global_G07_S01,TGP-500L,GLOBAL,Autumn,TGP-500L,Tenn LA 500 Leg FDt Com,,"Tennessee, Louisiana, 500 Leg",,TGP-500L,63,0.9526873015873017,0.589507647626681,0.45041232061773323,0.7450000000000001,0.2520419999999999,0.40000000000000036,3.525,2026-09-03,2.6643,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
